Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-09 11:14:05,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:14:06,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:07,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:08,0.25870646766169,3.32043004742776,3.32043004742776,0.00000000000000
2024-10-09 11:14:09,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:10,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:11,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:14:12,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:13,0.25062656641604,3.29731551798078,3.29731551798078,0.00000000000000
2024-10-09 11:14:14,0.25436408977556,3.30786635581453,3.30786635581453,0.00000000000000
2024-10-09 11:14:15,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:16,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:17,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:14:18,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:19,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:20,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:21,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:22,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:14:23,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:14:24,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:14:25,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:14:26,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:14:27,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:14:28,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:14:29,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:14:30,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:14:31,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:32,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:33,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:34,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:14:35,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:14:36,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:37,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:38,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:39,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:40,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:14:41,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:14:42,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:43,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:44,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:45,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:46,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:47,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:14:48,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:49,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:14:50,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:51,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:52,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:14:53,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:14:54,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:14:55,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:56,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:14:57,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:58,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:14:59,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:00,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:01,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:02,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:03,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:04,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:05,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:06,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:07,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:08,0.25062656641604,3.29731551798078,3.29731551798078,0.00000000000000
2024-10-09 11:15:09,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:10,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:11,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:15:12,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:13,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:14,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:15,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:16,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:17,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:18,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:19,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:20,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:21,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:22,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:23,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:15:24,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:25,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:26,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:27,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:28,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:29,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:15:30,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:31,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:32,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:33,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:34,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:35,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:15:36,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:37,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:38,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:39,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:40,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:41,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:15:42,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:43,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:44,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:45,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:15:46,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:47,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:48,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:49,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:50,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:51,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:52,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:15:53,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:15:54,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:55,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:56,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:15:57,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:58,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:15:59,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:16:00,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:01,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:02,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:03,0.25250000000000,3.30257407264094,3.30257407264094,0.00000000000000
2024-10-09 11:16:04,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:05,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:06,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:07,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:08,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:09,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:10,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:11,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:12,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:13,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:14,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:15,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:16,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:17,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:18,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:19,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:20,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:21,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:16:22,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:16:23,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:24,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:25,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:26,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:27,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:28,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:29,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:30,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:31,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:32,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:33,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:34,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:35,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:36,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:37,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:38,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:39,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:40,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:41,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:42,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:43,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:44,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:45,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:46,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:16:47,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:16:48,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:49,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:50,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:51,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:16:52,0.25935162094763,3.32232509433961,3.32232509433961,0.00000000000000
2024-10-09 11:16:53,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:54,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:16:55,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:16:56,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:16:57,0.25062656641604,3.29731551798078,3.29731551798078,0.00000000000000
2024-10-09 11:16:58,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:16:59,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:17:00,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:01,0.26065162907268,3.32616627491136,3.32616627491136,0.00000000000000
2024-10-09 11:17:02,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:17:03,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:04,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:05,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:17:06,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:17:07,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:08,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:09,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:10,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:11,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:12,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:13,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:14,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:17:15,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:16,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:17,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:17:18,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:19,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:20,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:21,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:22,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:23,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:17:24,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:17:25,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:26,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:27,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:17:28,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:17:29,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:30,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:31,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:32,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:33,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:34,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:35,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:36,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:37,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:38,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:39,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:17:40,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:41,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:42,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:43,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:44,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:17:45,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:46,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:47,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:17:48,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:17:49,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:17:50,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:17:51,0.25062656641604,3.29731551798078,3.29731551798078,0.00000000000000
2024-10-09 11:17:52,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:53,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:17:54,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:17:55,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:17:56,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:17:57,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:17:58,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:17:59,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:00,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:18:01,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:18:02,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:03,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:04,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:05,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:18:06,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:07,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:18:08,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:09,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:10,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:11,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 11:18:12,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:13,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 11:18:14,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:15,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:18:16,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 11:18:17,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:18:18,0.25870646766169,3.32043004742776,3.32043004742776,0.00000000000000
2024-10-09 11:18:19,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:20,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:21,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:18:22,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:18:23,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:18:24,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 11:18:25,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:18:26,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 11:18:27,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 11:18:28,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
